the,1428
james,622
a,592
to,536
and,455
sanborn,440
of,404
in,324
his,316
is,288
eldridge,265
you,262
he,234
on,202
i,172
--,163
it,135
at,132
out,130
with,122
that,114
up,103
they,95
this,95
we,89
for,88
back,83
but,83
as,81
into,79
are,78
an,76
one,75
from,75
down,74
looks,74
i'm,74
walkie),72
get,70
what,66
him,66
it's,66
soldier,65
don't,63
thompson,62
it.,60
man,59
humvee,59
he's,58
see,58
over,58
be,57
your,57
(into,55
not,53
-,52
then,51
like,51
have,50
him.,49
going,48
no,48
ext,47
if,47
off,45
do,44
me,44
sergeant,43
so,43
just,43
can,41
my,40
you're,40
all,40
around,39
soldiers,39
(to,38
by,38
their,38
bomb,38
now,37
has,37
james',37
int,36
camp,36
turns,35
suit,34
victory,34
face,34
know,33
two,32
need,32
(headset),32
comes,32
black,30
cut,28
look,28
was,28
head,28
them,28
will,28
there,28
away,27
to:,26
copy,26
got,26
colonel,26
where,26
behind,26
road,26
uprange,25
that.,25
day,25
about,25
here,25
hand,24
(over,24
go,24
o.s.,24
we're,24
gets,24
when,23
who,23
that's,23
car,23
think,22
hands,22
doesn't,22
some,22
more,22
pulls,22
good,21
right,21
still,21
looking,21
you.,21
pele,21
want,21
geddes,21
james.,21
building,21
rifle,21
reed,21
out.,21
towards,21
three,20
man.,20
sanborn.,20
sees,20
gun,20
put,20
hey,20
ambassador,20
blaster,20
up.,19
white,19
cambridge,19
walk,19
time,19
iraqi,19
first,19
sanborn's,19
through,19
sir.,19
walks,18
yeah,18
head.,18
or,18
been,18
trailer,18
something,18
inside,18
translator,17
later,17
men,17
open,17
baghdad,17
another,17
how,17
take,17
body,17
front,17
dead,17
little,17
what's,17
sand,16
here.,16
light,16
helmet,16
can't,16
in.,16
moves,16
takes,16
i'll,16
she,16
team,15
door,15
opens,15
walking,15
give,15
which,15
come,15
those,15
street,15
there's,15
room,14
well,14
lt.,14
under,14
me.,14
downrange,14
moving,14
down.,14
next,14
far,14
keep,14
why,14
on.,14
connie,14
guy,14
window.,14
reaches,14
could,14
other,14
eldridge.,14
crater,14
bomb.,14
side,14
goes,14
ready,14
walkie,13
water,13
eod,13
no.,13
am,13
very,13
metal,13
us,13
our,13
these,13
now.,13
much,13
wall,13
before,13
close,13
guard,13
say,13
there.,13
morning,13
left,12
after,12
empty,12
off.,12
too,12
night,12
watch,12
house,12
keeps,12
past,12
tries,12
running,12
let's,12
way,12
sure,12
watching,12
talking,12
wire,12
nods.,12
standing,12
had,12
fire,12
its,12
guys,12
man's,12
eyes,12
wearing,12
sniper,12
one.,12
really,12
blood,11
were,11
picks,11
shoot,11
starts,11
tell,11
tent,11
know.,11
feet,11
long,11
hand.,11
sanborn),11
artillery,11
okay.,11
window,11
oh,11
hear,11
puts,11
smoke,11
eldridge's,11
last,11
again.,11
mess,11
please,11
door.,11
yeah.,11
over.,11
big,11
back.,11
should,11
onto,10
wall.,10
top,10
time.,10
let,10
make,10
dvd,10
stop,10
humvee.,10
shit.,10
(looking,10
stares,10
seat,10
col.,10
military,10
hell,10
sound,10
ground,10
begins,10
go.,10
suit.,10
young,10
(walkie-talkie),10
them.,10
clear,10
james),10
table.,10
